brand,product_name,product_type,primary_category,subcategory,taxonomy_path,reason_for_selection,confidence_level,variant_recommendation,duplicate_status,seo_priority,geo_priority,price,migration_key,source_title,slug,description,meta_title,meta_description,variant_count,image_count,story_eligible
HJC,HJC F71 Eliz Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: HJC (score 54),High,Keep 5 variants (sizes/colours),Unique,High,High,60000,hjc-f71-eliz-helmet,HJC F71 Eliz Helmet,hjc-f71-eliz-helmet,"• The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. • The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology.. • Pinlock Ready HJ-38 Shield: Provides 99% UV protection, Anti-Scratch coated; Two Way Pivot Ratchet smooth ratchet movement & improved sealing.. • Aerodynamic shell structure for extreme performance at maximum speeds.. • “ACS” Advanced Channeli",Buy HJC F71 Eliz Helmet | Mile 27 Store,"The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. The Advanced Fiberglass…",5,3,true
HJC,HJC F71 Catos Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: HJC (score 54),High,Keep 20 variants (sizes/colours),Unique,High,High,60000,hjc-f71-catos-helmet,HJC F71 Catos Helmet,hjc-f71-catos-helmet,"• The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. • The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology.. • Pinlock Ready HJ-38 Shield: Provides 99% UV protection, Anti-Scratch coated; Two Way Pivot Ratchet smooth ratchet movement & improved sealing.. • Aerodynamic shell structure for extreme performance at maximum speeds.. • “ACS” Advanced Channeli",Buy HJC F71 Catos Helmet | Mile 27 Store,"The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. The Advanced Fiberglass…",20,6,true
HJC,HJC F71 Faco Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: HJC (score 54),High,Keep 10 variants (sizes/colours),Unique,High,High,60000,hjc-f71-faco-helmet,HJC F71 Faco Helmet,hjc-f71-faco-helmet,"• The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. • The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology.. • Pinlock Ready HJ-38 Shield: Provides 99% UV protection, Anti-Scratch coated; Two Way Pivot Ratchet smooth ratchet movement & improved sealing.. • Aerodynamic shell structure for extreme performance at maximum speeds.. • “ACS” Advanced Channeli",Buy HJC F71 Faco Helmet | Mile 27 Store,"The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. The Advanced Fiberglass…",10,4,true
HJC,HJC F71 Solid Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: HJC (score 54),High,Keep 35 variants (sizes/colours),Parent (2 variants merged),High,High,55000,hjc-f71-solid-helmet,HJC F71 Solid Helmet,hjc-f71-solid-helmet,"• The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. • The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology.. • Pinlock Ready HJ-38 Shield: Provides 99% UV protection, Anti-Scratch coated; Two Way Pivot Ratchet smooth ratchet movement & improved sealing.. • Aerodynamic shell structure for extreme performance at maximum speeds.. • “ACS” Advanced Channeli",Buy HJC F71 Solid Helmet | Mile 27 Store,"The Advanced Fiberglass Composite Shell is designed to be lightweight with a superior fit and comfort, using CAD technology. The Advanced Fiberglass…",35,10,true
Leatt,Leatt Moto 8.5 Composite V21.1 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Leatt (score 54),High,Keep 36 variants (sizes/colours),Unique,High,High,70000,leatt-moto-8-5-composite-v21-1-helmet,Leatt Moto 8.5 Composite V21.1 Helmet,leatt-moto-8-5-composite-v21-1-helmet,"The Leatt Moto 8.5 Composite Helmet is a super lightweight composite off-road helmet that features Leatt's ground-breaking head and brain protection. This race-ready, super ventilated… • Composite shell in three sizes. • Brain injury reduction technology. • Reduces forces associated with concussion. • Pro-Fit elastic comfort liner that shapes to your head. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Moto 8.5 Composite V21.1 Helmet | Mile 27 Store,The Leatt Moto 8.5 Composite Helmet is a super lightweight composite off-road helmet that features Leatt's ground-breaking head and brain protection. This…,36,12,true
LS2,LS2 FF805 Thunder Sputnik Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,70000,ls2-ff805-thunder-sputnik-carbon-helmet,LS2 FF805 Thunder Sputnik Carbon Helmet,ls2-ff805-thunder-sputnik-carbon-helmet,The LS2 Thunder integral motorbike helmet offers powerful features at an incredible price. • 3 shell sizes. • long oval. • Emergency Release System. • reinforced Chin Strap. Available in multiple sizes and/or colours — select your variant.,Buy LS2 FF805 Thunder Sputnik Carbon Helmet | Mile 27 Store,The LS2 Thunder integral motorbike helmet offers powerful features at an incredible price. 3 shell sizes. long oval. Emergency Release System. reinforced…,6,5,true
LS2,LS2 FF805 Thunder Racing1 Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 24 variants (sizes/colours),Unique,High,High,70000,ls2-ff805-thunder-racing1-carbon-helmet,LS2 FF805 Thunder Racing1 Carbon Helmet,ls2-ff805-thunder-racing1-carbon-helmet,The LS2 Thunder integral motorbike helmet offers powerful features at an incredible price. • 3 shell sizes. • long oval. • Emergency Release System. • reinforced Chin Strap. Available in multiple sizes and/or colours — select your variant.,Buy LS2 FF805 Thunder Racing1 Carbon Helmet | Mile 27 Store,The LS2 Thunder integral motorbike helmet offers powerful features at an incredible price. 3 shell sizes. long oval. Emergency Release System. reinforced…,24,7,true
LS2,LS2 FF327 Challenger Drone Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 14 variants (sizes/colours),Unique,High,High,60000,ls2-ff327-challenger-drone-carbon-helmet,LS2 FF327 Challenger Drone Carbon Helmet,ls2-ff327-challenger-drone-carbon-helmet,"A high performance, full-face motorcycle helmet designed by racers for racers and developed by our designers and engineers in Spain working with our riders from… • Carbon Shell. • Multi-Density EPS inner shell. • 3 shell sizes. • Channeled Ports. Available in multiple sizes and/or colours — select your variant.",Buy LS2 FF327 Challenger Drone Carbon Helmet | Mile 27 Store,"A high performance, full-face motorcycle helmet designed by racers for racers and developed by our designers and engineers in Spain working with our…",14,4,true
LS2,LS2 FF327 Challenger Flames Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 21 variants (sizes/colours),Unique,High,High,60000,ls2-ff327-challenger-flames-carbon-helmet,LS2 FF327 Challenger Flames Carbon Helmet,ls2-ff327-challenger-flames-carbon-helmet,"A high performance, full-face motorcycle helmet designed by racers for racers and developed by our designers and engineers in Spain working with our riders from… • Carbon Shell. • Multi-Density EPS inner shell. • 3 shell sizes. • Channeled Ports. Available in multiple sizes and/or colours — select your variant.",Buy LS2 FF327 Challenger Flames Carbon Helmet | Mile 27 Store,"A high performance, full-face motorcycle helmet designed by racers for racers and developed by our designers and engineers in Spain working with our…",21,4,true
LS2,LS2 FF327 Challenger Alloy Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 14 variants (sizes/colours),Unique,High,High,60000,ls2-ff327-challenger-alloy-carbon-helmet,LS2 FF327 Challenger Alloy Carbon Helmet,ls2-ff327-challenger-alloy-carbon-helmet,"Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on… • Infinitely adjustable sun visor that covers the entire field of vision when needed.. • Laser cut inner padding for comfortable fit. • Anti-allergenic Thermo-Foam lining, produced according to the latest production standards without glue. • ""Emergency release system"", i.e. the cheek pads can be easily removed by the first responder in case of ",Buy LS2 FF327 Challenger Alloy Carbon Helmet | Mile 27 Store,Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on……,14,6,true
LS2,LS2 FF327 Challenger Thorn Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 21 variants (sizes/colours),Unique,High,High,60000,ls2-ff327-challenger-thorn-carbon-helmet,LS2 FF327 Challenger Thorn Carbon Helmet,ls2-ff327-challenger-thorn-carbon-helmet,"Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on… • Infinitely adjustable sun visor that covers the entire field of vision when needed.. • Laser cut inner padding for comfortable fit. • Anti-allergenic Thermo-Foam lining, produced according to the latest production standards without glue. • ""Emergency release system"", i.e. the cheek pads can be easily removed by the first responder in case of ",Buy LS2 FF327 Challenger Thorn Carbon Helmet | Mile 27 Store,Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on……,21,5,true
LS2,LS2 FF327 Challenger Sporty Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 7 variants (sizes/colours),Unique,High,High,60000,ls2-ff327-challenger-sporty-carbon-helmet,LS2 FF327 Challenger Sporty Carbon Helmet,ls2-ff327-challenger-sporty-carbon-helmet,"Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on… • Infinitely adjustable sun visor that covers the entire field of vision when needed.. • Laser cut inner padding for comfortable fit. • Anti-allergenic Thermo-Foam lining, produced according to the latest production standards without glue. • ""Emergency release system"", i.e. the cheek pads can be easily removed by the first responder in case of ",Buy LS2 FF327 Challenger Sporty Carbon Helmet | Mile 27 Store,Modern sport-touring helmet for the very highest demands made of carbon fiber (carbon). The helmet with one of the currently largest fields of vision on……,7,4,true
LS2,LS2 Challenger GT Carbon Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: LS2 (score 54),High,Keep 7 variants (sizes/colours),Unique,High,High,56000,ls2-challenger-gt-carbon-helmet,LS2 Challenger GT Carbon Helmet,ls2-challenger-gt-carbon-helmet,"The LS2 Challenger GT Carbon Helmet takes the high-performance sport-touring helmet and adds a 100% carbon fiber shell for decreased weight. LS2's engineers and designers… • 100% carbon fiber shell. • 3 shell sizes. • Multi-density and channeled EPS. • Pinlock and tear-off ready, 3D optically correct face shield with Quick Release System. Available in multiple sizes and/or colours — select your variant.",Buy LS2 Challenger GT Carbon Helmet | Mile 27 Store,The LS2 Challenger GT Carbon Helmet takes the high-performance sport-touring helmet and adds a 100% carbon fiber shell for decreased weight. LS2's…,7,5,true
MT Helmets,MT Helmets Kre Plus Carbon Brush A5 Helmet - Red,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: MT Helmets (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,86000,mt-helmets-kre-plus-carbon-brush-a5-helmet-red,MT Helmets Kre Plus Carbon Brush A5 Helmet - Red,mt-helmets-kre-plus-carbon-brush-a5-helmet-red,"Carbon fiber shell. 3 Sizes shell (XS-S, M-L, XL-XXL). Racing Spoiler. ECE, DOT.Removable and washable lining. Antiallergic fabrics.Inner ventilation.Double “D” Ring.Multiple density inner polystyrene.Optical polycarbonate… Available in multiple sizes and/or colours — select your variant.",MT Helmets Kre Plus Carbon Brush A5 Helmet - Red | Mile 27 Store,"Carbon fiber shell. 3 Sizes shell (XS-S, M-L, XL-XXL). Racing Spoiler. ECE, DOT.Removable and washable lining. Antiallergic fabrics.Inner…",6,3,false
MT Helmets,MT Helmets Kre Plus Carbon Projectile D2 Helmet - Grey,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: MT Helmets (score 41),High,Keep 6 variants (sizes/colours),Unique,High,High,86000,mt-helmets-kre-plus-carbon-projectile-d2-helmet-grey,MT Helmets Kre Plus Carbon Projectile D2 Helmet - Grey,mt-helmets-kre-plus-carbon-projectile-d2-helmet-grey,"Carbon fiber shell. 3 Sizes shell (XS-S, M-L, XL-XXL). Racing Spoiler. ECE, DOT.Removable and washable lining. Antiallergic fabrics.Inner ventilation.Double “D” Ring.Multiple density inner polystyrene.Optical polycarbonate… Available in multiple sizes and/or colours — select your variant.",MT Helmets Kre Plus Carbon Projectile D2 Helmet - Grey | Mile …,"Carbon fiber shell. 3 Sizes shell (XS-S, M-L, XL-XXL). Racing Spoiler. ECE, DOT.Removable and washable lining. Antiallergic fabrics.Inner…",6,3,false
